Date,Revenue,COGS,is_holiday,log_Revenue,log_COGS
2012-08-24,4637850.57,3632210.67,0,15.349761793266964,15.105352296190178
2012-08-25,3589566.28,2784342.75,0,15.093542218380614,14.839522766233772
2012-08-26,4280204.53,3476942.48,0,15.269511587433044,15.061664155465298
2012-08-27,3038895.84,2365260.68,0,14.927005125946003,14.676399220721711
2012-08-28,9508676.62,7439851.59,0,16.0677153733283,15.822361593440949
2012-08-29,9260558.32,7336294.54,0,16.041275006526114,15.80834457836651
2012-08-30,10086534.1,7950911.72,1,16.126711933949363,15.888797287587803
2012-08-31,9104678.52,7277460.12,1,16.02429907228165,15.800292612093656
2012-09-01,8560208.92,6738335.17,1,15.962635271181718,15.723323593363334
2012-09-02,2587099.44,1946097.28,1,14.766048285308198,14.481337044049946
2012-09-03,3865505.01,3063431.08,0,15.167603152520917,14.935046440182308
2012-09-04,3645749.44,2876968.79,0,15.109072784264278,14.872248141957177
2012-09-05,2398185.51,1966376.48,0,14.690223388859527,14.491703565328002
2012-09-06,2858227.37,2147909.96,0,14.865712539808015,14.580006281237747
2012-09-07,3282753.8,2580035.06,0,15.004193505908896,14.763313933544312
2012-09-08,3666204.89,2804001.32,0,15.11466786783422,14.846558354525719
2012-09-09,4458501.42,3589475.8,0,15.310323487340371,15.093517011682064
2012-09-10,4548962.79,3517300.88,0,15.330410026529254,15.073204742290603
2012-09-11,4021565.55,3264364.41,0,15.20718207374087,14.99857594039316
2012-09-12,3335978.29,2673690.65,0,15.020276834407932,14.798970715858713
2012-09-13,2609609.29,2103806.97,0,14.77471145397416,14.559259579663062
2012-09-14,3729228.43,2835412.27,0,15.13171218314657,14.857698258770396
2012-09-15,3605125.64,2849539.9,0,15.097867457071695,14.862668451549515
2012-09-16,4452012.44,3561492.95,0,15.30886701024094,15.085690663676655
2012-09-17,4811788.67,3932069.23,0,15.38657964564511,15.184676621229055
2012-09-18,5078878.07,4123200.89,0,15.440601139694845,15.232140577261973
2012-09-19,3680241.62,3014323.76,0,15.118489237319697,14.918886402861588
2012-09-20,3763143.75,3080273.62,0,15.140765535484702,14.940529313312695
2012-09-21,3943768.14,2978697.93,0,15.187647458508694,14.906997162472623
2012-09-22,3872374.03,3011266.74,0,15.169378579609763,14.917871724135043
2012-09-23,4118299.54,3294951.2,0,15.230951145936924,15.007902218984992
2012-09-24,5733263.53,4585762.62,0,15.56179565246217,15.338467197242514
2012-09-25,5639897.53,4502395.62,0,15.545376632177648,15.320120395191193
2012-09-26,4592282.59,3670417.04,0,15.339887972478811,15.115816120900751
2012-09-27,7556892.66,6017108.13,0,15.837970772182267,15.610117490983338
2012-09-28,4892631.14,3884590.92,0,15.403240986574406,15.172528496369768
2012-09-29,5304374.46,4170120.63,0,15.484042596426942,15.243455761215317
2012-09-30,4694379.86,3812737.52,0,15.361876789724123,15.153858260563796
2012-10-01,4752532.1,3764447.04,0,15.37418831807586,15.141111805547226
2012-10-02,3233135.78,2566510.62,0,14.988963363267011,14.758058188538971
2012-10-03,3515132.03,2762823.63,0,15.072587928883435,14.83176413102619
2012-10-04,2398137.74,1902425.74,0,14.690203469443095,14.458640860749224
2012-10-05,2665953.06,2064899.19,0,14.79607254776437,14.540592449068702
2012-10-06,2205266.94,1755004.4,0,14.606359574219994,14.377982491800447
2012-10-07,3389598.07,2725469.75,0,15.036222203925792,14.8181517234531
2012-10-08,4037039.45,3285493.04,0,15.211022419601575,15.005027591287064
2012-10-09,4298675.76,3472700.63,0,15.273817803072568,15.060443416719757
2012-10-10,3548716.67,2839202.59,0,15.082096876477731,14.859034144754311
2012-10-11,3421490.39,2765374.16,0,15.045587092931365,14.832686865470624
2012-10-12,2380119.87,1830898.15,0,14.682661830072393,14.420317742948034
2012-10-13,2798011.44,2256579.15,0,14.84441988023056,14.629361017228401
2012-10-14,3055629.78,2516987.32,0,14.93249660390663,14.738573633661712
2012-10-15,3234517.3,2632811.8,0,14.98939057220253,14.7835633383436
2012-10-16,3549298.21,2763325.25,0,15.082260736330738,14.83194567511077
2012-10-17,3818048.0,3108682.75,0,15.155250117129949,14.949709963056428
2012-10-18,2909728.89,2301277.14,0,14.88357081353367,14.648975239591543
2012-10-19,2877379.81,2352068.71,0,14.872390997347567,14.670806226166881
2012-10-20,3242557.3,2647331.71,0,14.991873174964837,14.789063166548132
2012-10-21,2395609.91,1920246.47,0,14.689148833544742,14.467964626323282
2012-10-22,3596158.34,2873316.18,0,15.0953769839368,14.870977732146219
2012-10-23,3999141.88,3151858.27,0,15.201590616122925,14.963503081120523
2012-10-24,3829179.99,3037851.31,0,15.158161497558568,14.926661346736264
2012-10-25,3104460.52,2528526.7,0,14.948350834799653,14.743147754553894
2012-10-26,2138927.17,1671777.12,0,14.575815406388015,14.329398360471632
2012-10-27,2816872.34,2296869.06,0,14.851138083121352,14.647057910632727
2012-10-28,6259883.83,5044146.85,0,15.649672345143463,15.433739287691283
2012-10-29,5424539.1,4294440.71,0,15.506443679603715,15.27283211892131
2012-10-30,6347274.89,5049887.71,0,15.663536285123964,15.434876763384947
2012-10-31,4942677.89,3871571.88,0,15.413418027605601,15.169171411376663
2012-11-01,5536748.35,4440955.34,0,15.526918126584695,15.306380303106796
2012-11-02,1936831.08,1547786.14,0,14.476564247872366,14.252336817216982
2012-11-03,2911848.61,2151815.97,0,14.884299042047486,14.58182314553152
2012-11-04,2658832.75,2131401.7,0,14.793398144765405,14.572290865541204
2012-11-05,3332448.46,2732792.99,0,15.019218165128551,14.820835083364369
2012-11-06,3439495.01,2809375.18,0,15.0508355098952,14.84847301666428
2012-11-07,1969815.91,1538155.1,0,14.493451157308773,14.246094919346046
2012-11-08,2197716.17,1723412.77,0,14.602929729597074,14.359817631775613
2012-11-09,2920310.06,2308918.6,0,14.887200695968085,14.65229026746188
2012-11-10,3124993.27,2475389.25,0,14.954943007550957,14.72190861832293
2012-11-11,3484874.3,2713727.18,0,15.063942819614049,14.813833959607997
2012-11-12,3806978.06,3077336.49,0,15.152346534955496,14.939575329797565
2012-11-13,3848498.06,3048755.92,0,15.163193775705473,14.930244498292389
2012-11-14,3213518.64,2550177.92,0,14.982877355490999,14.751674079379063
2012-11-15,2996358.37,2282178.26,0,14.912908566359073,14.64064136021905
2012-11-16,2851503.98,2255928.16,0,14.863357476026442,14.629072490397855
2012-11-17,3258479.4,2499839.57,0,14.996771509698888,14.731737515804909
2012-11-18,3292697.97,2632996.71,0,15.007218142056896,14.783633568747723
2012-11-19,4654711.93,3714724.53,0,15.35339079761875,15.127815351843381
2012-11-20,3532139.01,2841184.71,0,15.077414480350678,14.859732026528171
2012-11-21,3144567.59,2465022.82,0,14.961187265416623,14.717712028698243
2012-11-22,2661394.83,2082526.75,0,14.794361291246034,14.549092978264486
2012-11-23,3625609.77,2879673.14,0,15.103533320354218,14.873187699877322
2012-11-24,2283866.51,1759438.38,0,14.641380840194605,14.380505782180666
2012-11-25,2891169.43,2288045.69,0,14.877171971180639,14.643209037742148
2012-11-26,3626699.25,2942841.67,0,15.10383377079138,14.894886566731238
2012-11-27,4703189.22,3751057.26,0,15.363751606632743,15.137548560801578
2012-11-28,3980270.66,3143037.5,0,15.196860631212674,14.960700565147889
2012-11-29,3116036.61,2564940.27,0,14.952072755861424,14.757446139638715
2012-11-30,3184691.98,2466641.44,0,14.97386644673765,14.718368447836434
2012-12-01,3064822.76,2435991.34,0,14.935500624883552,14.705864763307801
2012-12-02,1765509.34,1464812.23,0,14.383950351031247,14.197238304251405
2012-12-03,2315389.05,1807129.65,0,14.655088719430893,14.407250869118965
2012-12-04,2382954.42,1864688.02,0,14.683852048394352,14.438604851848197
2012-12-05,2286277.45,1849992.69,0,14.642435922568234,14.43069278623788
2012-12-06,2733678.5,2184618.1,0,14.821159061888864,14.596952046372676
2012-12-07,2065198.04,1633326.72,0,14.540737167141502,14.306130037672146
2012-12-08,2087384.34,1719369.91,0,14.5514228072525,14.35746903188679
2012-12-09,2430122.78,1883727.02,0,14.703452752291026,14.448763360639772
2012-12-10,2542389.69,2015472.58,0,14.74861541286361,14.516364753043618
2012-12-11,3699430.17,3001083.16,0,15.123689627957742,14.914484168014617
2012-12-12,4386420.92,3545221.89,0,15.29402440032376,15.081111590442934
2012-12-13,2326824.81,1839144.84,0,14.660015583444759,14.424811804411613
2012-12-14,2659317.57,2101555.8,0,14.7935804712473,14.55818896137516
2012-12-15,3385542.75,2693057.28,0,15.035025086583163,14.806188012851806
2012-12-16,3484853.43,2706611.68,0,15.06393683085959,14.811208477458022
2012-12-17,4281691.85,3433745.61,0,15.269859015059243,15.049162529132305
2012-12-18,4394537.67,3473710.24,0,15.295873116584028,15.060734102006107
2012-12-19,3785472.73,3004383.53,0,15.146681596863326,14.915583289666104
2012-12-20,3905985.95,3132486.67,0,15.178021049399355,14.957338029591382
2012-12-21,3966203.09,3174444.37,0,15.193320046647091,14.970643488435272
2012-12-22,3225123.87,2559516.54,1,14.986482226842279,14.755329337757251
2012-12-23,2151580.15,1770780.57,1,14.581713548420742,14.386931572060641
2012-12-24,3297376.6,2599138.83,1,15.008638043855111,14.770691113638481
2012-12-25,4917024.98,3856446.89,1,15.408214430089696,15.165257082012857
2012-12-26,3285221.25,2658633.45,0,15.00494486362446,14.793323184279474
2012-12-27,4994041.71,3924374.73,0,15.423756302048,15.182717846867375
2012-12-28,8573663.31,6682336.48,0,15.96420577328589,15.714978406460038
2012-12-29,7842913.37,6260959.87,0,15.875121054119136,15.649844224907566
2012-12-30,6511908.92,5180121.12,0,15.689143353645004,15.460339189247348
2012-12-31,5573749.22,4432224.44,0,15.533578674394557,15.304412372541597
2013-01-01,5304546.99,4156070.2,1,15.484075121876074,15.240080762912061
2013-01-02,1606940.44,1237497.84,0,14.28984320348318,14.028602836050807
2013-01-03,2281680.01,1832133.02,0,14.640423014357212,14.420991976562348
2013-01-04,2376895.46,1940747.07,0,14.681306186285486,14.478584059806527
2013-01-05,2509462.77,1977027.71,0,14.735579650834037,14.497105624050345
2013-01-06,2603356.52,2060481.76,0,14.772312523757611,14.538450862824769
2013-01-07,3048100.39,2452517.39,0,14.93002945967112,14.71262596886449
2013-01-08,2449700.42,1973182.14,0,14.711476705706477,14.495158603808965
2013-01-09,2049715.7,1654806.5,0,14.533212146442814,14.319195245828883
2013-01-10,2794331.46,2122153.07,0,14.843103802414557,14.56794220155242
2013-01-11,2343077.25,1805692.13,0,14.666976114286074,14.406455081578027
2013-01-12,2814596.53,2241879.07,0,14.850329835977247,14.622825388765987
2013-01-13,2919719.62,2279740.92,0,14.886998491584833,14.639572801541359
2013-01-14,3077677.28,2477490.97,0,14.93968606550096,14.722757304010493
2013-01-15,2536405.93,2094291.34,0,14.746259043023175,14.554726269073239
2013-01-16,1849789.43,1445623.48,0,14.430582909556641,14.184051952261767
2013-01-17,2173214.95,1763012.0,0,14.591718633039898,14.382534835147489
2013-01-18,2099249.56,1615535.57,0,14.557090962807713,14.295177700944981
2013-01-19,2477132.79,2033637.15,0,14.722612719931705,14.525336939076139
2013-01-20,2522776.58,2018671.04,0,14.740871066781137,14.517950447250755
2013-01-21,4100379.42,3250868.59,0,15.226590312736095,14.994433084670327
2013-01-22,3538734.12,2801650.02,0,15.079279910524804,14.84571945137018
2013-01-23,2836455.88,2322088.98,0,14.858066253799965,14.657978191565828
2013-01-24,2522924.71,2102458.71,0,14.740929782084645,14.558618507744322
2013-01-25,2823082.71,2273250.41,0,14.853340359647566,14.636721703845307
2013-01-26,2312290.79,1869897.73,0,14.653749707558408,14.441394832284116
2013-01-27,3818881.29,3023842.24,0,15.155468343527874,14.922039176313554
2013-01-28,5008712.77,4035190.91,0,15.426689707564678,15.21056441989347
2013-01-29,4833870.43,4015854.7,0,15.391158242870757,15.205761008433258
2013-01-30,4296295.37,3414688.28,0,15.273263900221481,15.043597060024634
2013-01-31,3378679.46,2731823.14,0,15.032995794784965,14.820480127176356
2013-02-01,4073777.92,3289266.58,0,15.220081608218866,15.00617547789724
2013-02-02,2351969.75,1915236.16,0,14.670764151698835,14.465352016270966
2013-02-03,2743224.75,2293960.05,0,14.824645066934268,14.645790597451457
2013-02-04,3599084.22,2986552.92,0,15.096190265580496,14.909630745570455
2013-02-05,3829186.14,3181079.49,0,15.158163103644851,14.972731473774878
2013-02-06,2313071.08,1919077.04,0,14.654087103719807,14.467355441177027
2013-02-07,2839296.13,2338660.54,0,14.859067090070205,14.665089332231375
2013-02-08,2648161.4,2136088.4,0,14.789376523463607,14.574487332118956
2013-02-09,2957587.36,2354253.06,0,14.899884750973335,14.671734487911547
2013-02-10,3380985.73,2832001.18,0,15.033678156808023,14.856494503569463
2013-02-11,4189315.44,3426089.62,0,15.248048137777955,15.046930408187727
2013-02-12,3967295.55,3276616.25,0,15.193595450924844,15.002322121957995
2013-02-13,3156812.35,2628245.52,0,14.965073643207587,14.781827459362246
2013-02-14,3286622.13,2725794.93,0,15.005371191372669,14.818271027834806
2013-02-15,2860640.37,2293142.09,0,14.866556412899342,14.645433962858604
2013-02-16,3339909.75,2755975.45,0,15.02145464303897,14.829282366086435
2013-02-17,3433567.61,2907659.44,0,15.04911068936834,14.882859343279861
2013-02-18,4473211.04,3823113.82,0,15.31361728571799,15.156576046232246
2013-02-19,4318301.23,3421155.04,0,15.278372880659829,15.045489075313565
2013-02-20,3392471.04,2787089.48,0,15.037069428947545,14.840508770953255
2013-02-21,3412803.18,2676550.95,0,15.043044851499223,14.800039938304025
2013-02-22,3535377.38,2908690.59,0,15.078330889774165,14.8832139126063
2013-02-23,4286140.45,3439856.85,0,15.270897457270893,15.050940705821358
2013-02-24,5419232.89,4431878.1,0,15.505465014716671,15.304334228156314
2013-02-25,9128225.25,7430696.94,0,16.026881956588475,15.821130347679327
2013-02-26,6762535.71,5653323.87,0,15.726908630587944,15.547754402606914
2013-02-27,5716765.68,4880975.48,0,15.558913937798808,15.40085585617298
2013-02-28,4367566.41,3573846.75,0,15.28971675533031,15.08915337446565
2013-03-01,2693901.21,2256905.73,0,14.806501336110244,14.62950573017839
2013-03-02,279813.94,236576.31,0,12.541883735070385,12.374030325674108
2013-03-03,1959484.08,1505793.8,0,14.488192282405542,14.224831423078344
2013-03-04,1412869.43,1130489.5,0,14.161133958948298,13.938162167303508
2013-03-05,2440470.72,1954056.55,0,14.707701906452813,14.485418563556474
2013-03-06,3247761.18,2622451.1,0,14.993476757139609,14.779620354071483
2013-03-07,4017685.67,3191424.08,0,15.206216839733418,14.975978108547627
2013-03-08,3622255.55,2838056.23,0,15.102607745949674,14.858630302108386
2013-03-09,3263371.09,2560913.71,0,14.998271602172554,14.75587506122998
2013-03-10,3510986.19,2877727.07,0,15.071407806610733,14.872511676211394
2013-03-11,3242639.13,2568418.97,0,14.99189841089274,14.758801470140453
2013-03-12,3660190.99,2853606.73,0,15.11302616028592,14.864094621882135
2013-03-13,4335373.37,3463021.54,0,15.282318524329574,15.05765233217077
2013-03-14,6692797.3,5359353.2,0,15.716542625665735,15.494354040713448
2013-03-15,5330057.69,4206775.58,0,15.48887280733844,15.252207254435563
2013-03-16,3591734.21,2762570.88,0,15.094145989094597,14.831672644379136
2013-03-17,4401297.64,3565497.63,0,15.297410200796184,15.086814470212587
2013-03-18,4567013.37,3743618.37,0,15.334370238647844,15.135563447415759
2013-03-19,4645433.62,3929520.42,0,15.351395493129573,15.18402820034871
2013-03-20,4992105.19,4308112.41,0,15.423368460840411,15.276010642352947
2013-03-21,7355693.45,6496769.78,0,15.81098532632325,15.686815808341406
2013-03-22,6603332.26,6021167.98,0,15.703085118901122,15.610791981158231
2013-03-23,6009508.61,5393148.03,0,15.608853707508406,15.500640007907514
2013-03-24,5088153.2,4610104.28,0,15.442425690146633,15.34376125202226
2013-03-25,4694308.82,4169990.65,0,15.361861656623583,15.243424591374898
2013-03-26,5731432.22,5192620.7,0,15.561476183069166,15.462749272108205
2013-03-27,6872130.59,6081507.57,0,15.742984891182335,15.620763343231447
2013-03-28,8099154.93,7239463.63,0,15.907270408039988,15.795057815495152
2013-03-29,8381683.44,7644413.84,0,15.941559459418938,15.849485852885435
2013-03-30,11636994.38,10600188.31,0,16.269699838080598,16.17638241835678
2013-03-31,9455023.8,8513517.85,0,16.062056883022073,15.957165910970883
2013-04-01,10313848.23,9188774.52,0,16.14899813549124,16.033493244975787
2013-04-02,8250013.05,7374699.1,0,15.925725461339717,15.813565794956558
2013-04-03,8740749.51,7769943.74,0,15.983506614654422,15.865773610349429
2013-04-04,4270660.8,3779960.51,0,15.26727936148576,15.145224385004246
2013-04-05,3073716.42,2637291.44,0,14.938398273025703,14.78526335793519
2013-04-06,3663196.56,3221790.63,0,15.113846974240502,14.985448169616003
2013-04-07,2924734.26,2598895.09,0,14.888714525150162,14.770597332062543
2013-04-08,4670874.28,4351446.44,0,15.356857038207195,15.286019092545171
2013-04-09,4293257.18,3845242.09,0,15.272556485160779,15.162347381290141
2013-04-10,6011834.78,5327749.04,0,15.60924071411267,15.488439575687432
2013-04-11,4244755.76,3794688.65,0,15.2611950757325,15.149113186811684
2013-04-12,4282161.81,3850989.97,0,15.269968769361308,15.163841067948802
2013-04-13,5214391.75,4691901.42,0,15.466933196683982,15.361348691437792
2013-04-14,4506492.03,3873550.82,0,15.321029810322573,15.169682427046446
2013-04-15,5167610.5,4514315.72,0,15.45792114747025,15.322764397832671
2013-04-16,5887221.88,4755791.57,0,15.588294946984583,15.37487392145984
2013-04-17,8104639.53,6617328.78,0,15.907947360533557,15.70520249004761
2013-04-18,6536742.64,5253454.75,0,15.692949685059768,15.474396656119369
2013-04-19,5871312.85,4657092.08,0,15.585588991290821,15.353902008880944
2013-04-20,6012115.71,4722140.67,0,15.60928744250756,15.367772998295287
2013-04-21,6323547.99,5021941.78,0,15.659791157564007,15.429327424767772
2013-04-22,7292352.56,5866886.82,0,15.80233689961735,15.584834867220682
2013-04-23,8757473.08,6907927.03,0,15.985418074300613,15.748180299838905
2013-04-24,9358565.61,7286897.36,0,16.05180269676939,15.801588548428342
2013-04-25,9127283.0,7206948.14,0,16.02677872748253,15.790556276853788
2013-04-26,6156392.84,4860244.05,0,15.633001748502679,15.396599416416239
2013-04-27,6420235.09,5103697.51,1,15.674965449133294,15.445476032904732
2013-04-28,9099343.31,7234100.22,1,16.02371291504492,15.794316683655067
2013-04-29,13160942.22,10423989.71,1,16.39276415454532,16.159620506573834
2013-04-30,11190466.86,8842281.65,1,16.230572889959202,15.995055619607005
2013-05-01,13051232.31,10395426.51,1,16.384393193780927,16.156876604931707
2013-05-02,11179665.29,8989067.99,0,16.229607176408532,16.011519840462118
2013-05-03,8173550.12,6507576.59,0,15.91641402601244,15.688477838945355
2013-05-04,3225175.57,2586608.79,0,14.986498257100859,14.765858614847481
2013-05-05,3906711.0,3268319.42,0,15.178206657473266,14.999786777891284
2013-05-06,4311626.38,3384442.35,0,15.276825973180237,15.0347000047201
2013-05-07,3763332.37,3079887.85,0,15.140815657200871,14.940404066636244
2013-05-08,5458168.5,4267785.48,0,15.512624035099837,15.26660586203612
2013-05-09,5815611.07,4647084.74,0,15.576056595489487,15.351750858510204
2013-05-10,4248246.45,3392369.6,0,15.262017091149012,15.037039527001284
2013-05-11,4388803.6,3347274.34,0,15.29456744728742,15.023657241524578
2013-05-12,4298069.68,3423974.02,0,15.27367680090745,15.04631272065641
2013-05-13,4663488.62,3677688.54,0,15.355274571350503,15.11779527057824
2013-05-14,5622176.45,4515976.68,0,15.542229593451031,15.32313226181255
2013-05-15,6416011.44,5136196.06,0,15.674307367429352,15.451823491995949
2013-05-16,7727680.05,6101584.58,0,15.86031938202485,15.624059226514833
2013-05-17,6520355.77,5213542.1,0,15.69043965173094,15.46677024017675
2013-05-18,5126131.05,4165368.61,0,15.449861946401505,15.242315571542509
2013-05-19,5417543.03,4323889.4,0,15.505153139724644,15.27966611051898
2013-05-20,5837064.06,4872375.63,0,15.579738670260525,15.399092390392202
2013-05-21,5156527.79,4086850.49,0,15.455774195967123,15.223285424719577
2013-05-22,6977473.78,5617374.39,0,15.758197629910983,15.541375100330077
2013-05-23,9166919.02,7150676.62,0,16.031111912132207,15.782717682207577
2013-05-24,6670030.19,5242528.96,0,15.713135094042793,15.472314756572594
2013-05-25,5054594.94,3916382.21,0,15.435808474502055,15.180679135352465
2013-05-26,3649585.05,2889501.26,0,15.110124308168261,14.876594816881903
2013-05-27,4403026.04,3471897.02,0,15.29780282598635,15.060211982211193
2013-05-28,6274027.61,4977411.59,0,15.651929227811621,15.42042075374168
2013-05-29,7359639.59,5841803.19,1,15.81152165663226,15.580550243737147
2013-05-30,12828293.48,10036927.65,1,16.36716379556537,16.121781714072853
2013-05-31,13809349.18,11231361.14,1,16.440856469969916,16.23422061410523
2013-06-01,13162597.88,10314262.16,1,16.392889947646864,16.149038268101748
2013-06-02,12079925.72,9610953.04,0,16.30705568422738,16.078414051773386
2013-06-03,9411997.25,7525850.2,0,16.05749584289652,15.83385447848112
2013-06-04,5397308.75,4297393.33,0,15.501411192949973,15.273519427222466
2013-06-05,6860958.96,5505167.85,0,15.741357925772018,15.521197999784796
2013-06-06,5692902.11,4632206.37,0,15.554730888642071,15.34854406623114
2013-06-07,3843507.28,2986865.05,0,15.161896122055461,14.9097352518673
2013-06-08,3646959.35,2897196.14,0,15.10940459778217,14.879254324142805
2013-06-09,3880132.51,3070545.08,0,15.171380120801267,14.93736597996678
2013-06-10,4476887.83,3582347.82,0,15.314438905554514,15.091529238212738
2013-06-11,5003847.86,3903592.44,0,15.425717946275864,15.17740808174798
2013-06-12,7209020.15,5796177.46,0,15.790843737215122,15.57270937214884
2013-06-13,6845836.24,5559998.61,0,15.739151323322808,15.531108596082877
2013-06-14,4871516.57,3975403.65,0,15.398916062533013,15.195637099631567
2013-06-15,5166292.57,4029821.84,0,15.45766607835587,15.209232972658818
2013-06-16,5794009.15,4551326.63,0,15.572335209122118,15.330929535178827
2013-06-17,5795298.96,4637293.92,0,15.572557795280066,15.349641762817576
2013-06-18,6632615.61,5459331.17,0,15.707509946445207,15.512837027053406
2013-06-19,7437341.02,6031157.35,0,15.822024087602026,15.612449648099053
2013-06-20,7078652.68,5515676.8,0,15.772594289395451,15.523105104296613
2013-06-21,5526354.45,4396745.86,0,15.52503910559627,15.296375475434484
2013-06-22,5117274.96,4111300.17,0,15.448132816370189,15.22925012274422
2013-06-23,5844565.63,4855247.11,0,15.58102300642695,15.395570762418275
2013-06-24,5243774.5,4800223.91,0,15.472552312117891,15.3841733310304
2013-06-25,6728887.1,6142934.34,0,15.72192047251814,15.630813254288942
2013-06-26,8817278.13,8290194.65,0,15.992223891728427,15.930584127556749
2013-06-27,7748199.74,7462815.86,0,15.862971211794981,15.82544349608309
2013-06-28,6285354.21,6043485.1,0,15.65373291551367,15.614491572287276
2013-06-29,9546012.78,9167617.84,0,16.071634220083496,16.03118814202876
2013-06-30,7372318.59,7149429.97,0,15.813242948704133,15.782543326887783
2013-07-01,6359864.53,6248239.94,0,15.665517792011025,15.647810532498212
2013-07-02,7209130.33,6927420.38,0,15.790859020726675,15.75099820668338
2013-07-03,8038680.63,7869401.17,0,15.899775651341395,15.878492654357032
2013-07-04,2521315.44,2408274.98,0,14.740291719911284,14.694421688478219
2013-07-05,2494107.65,2432073.97,0,14.729441968828143,14.704255348073332
2013-07-06,2452372.43,2331799.51,0,14.712566860527197,14.66215127819646
2013-07-07,2958215.01,2950992.63,0,14.900096945279671,14.897652495332439
2013-07-08,2571901.18,2450996.77,0,14.760156330956978,14.712005752677115
2013-07-09,4624825.33,4592718.95,0,15.346949377953363,15.33998298822887
2013-07-10,3855254.64,3797797.81,0,15.16494787665898,15.149932196334102
2013-07-11,5785320.61,5626075.87,0,15.570834510841646,15.542922931287334
2013-07-12,6053300.71,5886949.95,0,15.616114418336723,15.588248756057903
2013-07-13,4161301.31,3995435.41,0,15.241338638534325,15.200663370265172
2013-07-14,4482102.22,4419156.67,0,15.315602962975193,15.301459663494464
